SAMPLING EVENT IDENTIFIER,SCIENTIFIC NAME,COMMON NAME,OBSERVATION COUNT,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,PROTOCOL NAME,PROTOCOL CODE,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,matched_hour,nearest_station,distance_km,co_ppm,no2_ppb,o3_ppb,pm10_ugm3,pm25_ugm3,so2_ugm3
S102151105,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-05,14:34:00,Traveling,P22,76.0,0.127,17.0,1,15,MinAmbiente,12.20059278950444,,,0.02920651,47.78655,35.0,
S207890626,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-21,15:41:00,Stationary,P21,59.0,,2.0,1,16,MinAmbiente,12.20059278950444,,,0.01393704,36.15967,21.0,
S105834386,Atlapetes pallidinucha,Pale-naped Brushfinch,1,4.4222699,-74.2983887,2022-02-13,07:15:00,Traveling,P22,119.0,0.175,1.0,1,7,Ciudad Bolivar,22.662278303623697,0.202497,0.006481476,0.02889304,23.44239,16.6151,0.001403
S102098093,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-05,14:34:00,Traveling,P22,76.0,0.127,17.0,1,15,MinAmbiente,12.20059278950444,,,0.02920651,47.78655,35.0,
S102097638,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-05,14:34:00,Traveling,P22,76.0,0.127,17.0,1,15,MinAmbiente,12.20059278950444,,,0.02920651,47.78655,35.0,
S103317908,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-19,15:00:00,Traveling,P22,150.0,1.0,7.0,1,15,MinAmbiente,12.20059278950444,,,0.03452917,50.63317,20.0,
S104680667,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-19,15:00:00,Traveling,P22,150.0,1.0,7.0,1,15,MinAmbiente,12.20059278950444,,,0.03452917,50.63317,20.0,
S103130542,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-19,15:00:00,Traveling,P22,150.0,1.0,7.0,1,15,MinAmbiente,12.20059278950444,,,0.03452917,50.63317,20.0,
S112588896,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-19,15:00:00,Traveling,P22,150.0,1.0,7.0,1,15,MinAmbiente,12.20059278950444,,,0.03452917,50.63317,20.0,
S102391607,Atlapetes pallidinucha,Pale-naped Brushfinch,1,4.6643333,-73.9643611,2022-02-10,14:28:00,Stationary,P21,60.0,,4.0,1,14,MinAmbiente,12.20059278950444,,,0.03799392,53.08298,27.0,
S102630275,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-05,14:34:00,Traveling,P22,76.0,0.127,17.0,1,15,MinAmbiente,12.20059278950444,,,0.02920651,47.78655,35.0,
S107616654,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-05,14:34:00,Traveling,P22,76.0,0.127,17.0,1,15,MinAmbiente,12.20059278950444,,,0.02920651,47.78655,35.0,
S102751438,Atlapetes pallidinucha,Pale-naped Brushfinch,1,4.6643333,-73.9643611,2022-02-10,14:28:00,Stationary,P21,60.0,,4.0,1,14,MinAmbiente,12.20059278950444,,,0.03799392,53.08298,27.0,
S102407200,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-10,09:00:00,Traveling,P22,180.0,1.0,3.0,1,9,MinAmbiente,12.20059278950444,,,0.01531186,47.98806,43.0,
S102700597,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-05,14:34:00,Traveling,P22,76.0,0.127,17.0,1,15,MinAmbiente,12.20059278950444,,,0.02920651,47.78655,35.0,
S103537913,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6653104,-73.9904308,2022-02-22,09:00:00,Stationary,P21,30.0,,1.0,1,9,MinAmbiente,9.605716587892372,,,0.01996575,38.31775,33.0,
S102314296,Atlapetes pallidinucha,Pale-naped Brushfinch,2,4.6643333,-73.9643611,2022-02-05,14:34:00,Traveling,P22,76.0,0.127,17.0,1,15,MinAmbiente,12.20059278950444,,,0.02920651,47.78655,35.0,
S102092545,Porphyrio martinica,Purple Gallinule,1,4.7302826,-74.1493195,2022-02-05,06:26:00,Traveling,P22,104.0,1.256,2.0,1,6,Bolivia,2.6738947098168167,0.882893,0.02164847,-0.001041353,40.71774,29.59598,0.000970623
S102098890,Porphyrio martinica,Purple Gallinule,1,4.7302826,-74.1493195,2022-02-05,06:26:00,Traveling,P22,104.0,1.256,2.0,1,6,Bolivia,2.6738947098168167,0.882893,0.02164847,-0.001041353,40.71774,29.59598,0.000970623
S103371602,Porphyrio martinica,Purple Gallinule,2,4.7302826,-74.1493195,2022-02-21,06:25:00,Traveling,P22,60.0,0.129,2.0,1,6,Bolivia,2.6738947098168167,1.715039,0.02457463,-3.4657e-05,38.23554,18.80388,0.002181601
S103348995,Porphyrio martinica,Purple Gallinule,2,4.7302826,-74.1493195,2022-02-21,06:25:00,Traveling,P22,60.0,0.129,2.0,1,6,Bolivia,2.6738947098168167,1.715039,0.02457463,-3.4657e-05,38.23554,18.80388,0.002181601
S101857806,Chlorostilbon gibsoni,Red-billed Emerald,1,4.6643333,-73.9643611,2022-02-01,14:11:00,Traveling,P22,62.0,0.057,2.0,1,14,MinAmbiente,12.20059278950444,,,0.05117771,65.94386,42.0,
S101970714,Chlorostilbon gibsoni,Red-billed Emerald,1,4.6643333,-73.9643611,2022-02-01,14:11:00,Traveling,P22,62.0,0.057,2.0,1,14,MinAmbiente,12.20059278950444,,,0.05117771,65.94386,42.0,
S103316173,Ampelion rubrocristatus,Red-crested Cotinga,2,4.7945884,-73.9087415,2022-02-18,11:00:00,Incidental,P20,,,1.0,0,11,Colina,18.914531495530984,,0.02056004,0.01463414,41.16928,16.41452,0.000500397
S102248958,Ampelion rubrocristatus,Red-crested Cotinga,1,4.440575,-74.26738,2022-02-05,10:21:00,Traveling,P22,15.0,0.167,1.0,1,10,Ciudad Bolivar,18.932781227663167,0.683028,0.0179485,0.02421704,57.07333,23.15957,0.003778943
S102092545,Melanerpes rubricapillus,Red-crowned Woodpecker,1,4.7302826,-74.1493195,2022-02-05,06:26:00,Traveling,P22,104.0,1.256,2.0,1,6,Bolivia,2.6738947098168167,0.882893,0.02164847,-0.001041353,40.71774,29.59598,0.000970623
S102886463,Vireo olivaceus/chivi,Red-eyed/Chivi Vireo,2,4.7299923,-74.1481897,2022-02-18,06:12:00,Traveling,P22,359.0,1.85,2.0,1,6,Bolivia,2.5602050470831275,0.785664,0.02627138,0.001051615,65.26226,33.73281,0.004498623
S102966682,Vireo olivaceus/chivi,Red-eyed/Chivi Vireo,2,4.7299923,-74.1481897,2022-02-18,06:12:00,Traveling,P22,359.0,1.85,2.0,1,6,Bolivia,2.5602050470831275,0.785664,0.02627138,0.001051615,65.26226,33.73281,0.004498623
S102314291,Rupornis magnirostris,Roadside Hawk,1,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,146.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S103117003,Rupornis magnirostris,Roadside Hawk,1,4.7302826,-74.1493195,2022-02-19,11:20:00,Stationary,P21,240.0,,1.0,1,11,Bolivia,2.6738947098168167,0.281376,0.01393155,0.01441088,23.70491,12.386,0.000450435
S102188867,Rupornis magnirostris,Roadside Hawk,3,4.7302826,-74.1493195,2022-02-06,08:07:00,Traveling,P22,150.0,0.023,16.0,1,8,Bolivia,2.6738947098168167,0.389474,0.01479413,0.006139624,23.55151,10.93902,0.001000344
S107616653,Rupornis magnirostris,Roadside Hawk,1,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,145.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S102700596,Rupornis magnirostris,Roadside Hawk,1,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,146.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S102129548,Rupornis magnirostris,Roadside Hawk,1,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,146.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S102151086,Rupornis magnirostris,Roadside Hawk,1,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,145.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S102966682,Rupornis magnirostris,Roadside Hawk,3,4.7299923,-74.1481897,2022-02-18,06:12:00,Traveling,P22,359.0,1.85,2.0,1,6,Bolivia,2.5602050470831275,0.785664,0.02627138,0.001051615,65.26226,33.73281,0.004498623
S102137061,Rupornis magnirostris,Roadside Hawk,1,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,145.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S102886463,Rupornis magnirostris,Roadside Hawk,3,4.7299923,-74.1481897,2022-02-18,06:12:00,Traveling,P22,359.0,1.85,2.0,1,6,Bolivia,2.5602050470831275,0.785664,0.02627138,0.001051615,65.26226,33.73281,0.004498623
S102630274,Rupornis magnirostris,Roadside Hawk,1,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,146.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S101970710,Pheucticus ludovicianus,Rose-breasted Grosbeak,1,4.7302826,-74.1493195,2022-02-02,07:20:00,Traveling,P22,150.0,2.929,2.0,1,7,Bolivia,2.6738947098168167,0.550122,0.03488224,0.004666418,55.21112,27.28568,0.005366167
S101893321,Pheucticus ludovicianus,Rose-breasted Grosbeak,1,4.7302826,-74.1493195,2022-02-02,07:20:00,Traveling,P22,150.0,2.929,2.0,1,7,Bolivia,2.6738947098168167,0.550122,0.03488224,0.004666418,55.21112,27.28568,0.005366167
S102085556,Columba livia,Rock Pigeon,1,4.6643333,-73.9643611,2022-02-05,14:48:00,Traveling,P22,60.0,0.3,17.0,1,15,MinAmbiente,12.20059278950444,,,0.02920651,47.78655,35.0,
S103696670,Columba livia,Rock Pigeon,4,4.7302826,-74.1493195,2022-02-25,11:01:00,Traveling,P22,140.0,1.5,5.0,1,11,Bolivia,2.6738947098168167,0.339738,0.01834166,0.01060181,25.70773,18.00084,0.000976288
S102151086,Columba livia,Rock Pigeon,10,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,145.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S105262261,Columba livia,Rock Pigeon,3,4.7302826,-74.1493195,2022-02-04,07:00:00,Traveling,P22,90.0,2.0,2.0,1,7,Bolivia,2.6738947098168167,0.819932,0.02127909,0.000131763,104.2865,46.35046,0.008236182
S102032821,Columba livia,Rock Pigeon,3,4.7302826,-74.1493195,2022-02-04,07:00:00,Traveling,P22,90.0,2.0,2.0,1,7,Bolivia,2.6738947098168167,0.819932,0.02127909,0.000131763,104.2865,46.35046,0.008236182
S102137061,Columba livia,Rock Pigeon,10,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,145.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S102630274,Columba livia,Rock Pigeon,10,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,146.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S103348995,Columba livia,Rock Pigeon,5,4.7302826,-74.1493195,2022-02-21,06:25:00,Traveling,P22,60.0,0.129,2.0,1,6,Bolivia,2.6738947098168167,1.715039,0.02457463,-3.4657e-05,38.23554,18.80388,0.002181601
S103705937,Columba livia,Rock Pigeon,4,4.7302826,-74.1493195,2022-02-25,11:01:00,Traveling,P22,140.0,1.5,5.0,1,11,Bolivia,2.6738947098168167,0.339738,0.01834166,0.01060181,25.70773,18.00084,0.000976288
S103371602,Columba livia,Rock Pigeon,5,4.7302826,-74.1493195,2022-02-21,06:25:00,Traveling,P22,60.0,0.129,2.0,1,6,Bolivia,2.6738947098168167,1.715039,0.02457463,-3.4657e-05,38.23554,18.80388,0.002181601
S144647248,Columba livia,Rock Pigeon,4,4.7302826,-74.1493195,2022-02-25,11:01:00,Traveling,P22,140.0,1.5,5.0,1,11,Bolivia,2.6738947098168167,0.339738,0.01834166,0.01060181,25.70773,18.00084,0.000976288
S102129548,Columba livia,Rock Pigeon,10,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,146.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S104058954,Columba livia,Rock Pigeon,4,4.7302826,-74.1493195,2022-02-25,11:01:00,Traveling,P22,140.0,1.5,5.0,1,11,Bolivia,2.6738947098168167,0.339738,0.01834166,0.01060181,25.70773,18.00084,0.000976288
S107616653,Columba livia,Rock Pigeon,10,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,145.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S102314291,Columba livia,Rock Pigeon,10,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,146.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S102700596,Columba livia,Rock Pigeon,10,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,146.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S102966682,Conirostrum rufum,Rufous-browed Conebill,1,4.7299923,-74.1481897,2022-02-18,06:12:00,Traveling,P22,359.0,1.85,2.0,1,6,Bolivia,2.5602050470831275,0.785664,0.02627138,0.001051615,65.26226,33.73281,0.004498623
S103117003,Conirostrum rufum,Rufous-browed Conebill,1,4.7302826,-74.1493195,2022-02-19,11:20:00,Stationary,P21,240.0,,1.0,1,11,Bolivia,2.6738947098168167,0.281376,0.01393155,0.01441088,23.70491,12.386,0.000450435
S144647248,Conirostrum rufum,Rufous-browed Conebill,1,4.7302826,-74.1493195,2022-02-25,11:01:00,Traveling,P22,140.0,1.5,5.0,1,11,Bolivia,2.6738947098168167,0.339738,0.01834166,0.01060181,25.70773,18.00084,0.000976288
S103696670,Conirostrum rufum,Rufous-browed Conebill,1,4.7302826,-74.1493195,2022-02-25,11:01:00,Traveling,P22,140.0,1.5,5.0,1,11,Bolivia,2.6738947098168167,0.339738,0.01834166,0.01060181,25.70773,18.00084,0.000976288
S104058954,Conirostrum rufum,Rufous-browed Conebill,1,4.7302826,-74.1493195,2022-02-25,11:01:00,Traveling,P22,140.0,1.5,5.0,1,11,Bolivia,2.6738947098168167,0.339738,0.01834166,0.01060181,25.70773,18.00084,0.000976288
S102886463,Conirostrum rufum,Rufous-browed Conebill,1,4.7299923,-74.1481897,2022-02-18,06:12:00,Traveling,P22,359.0,1.85,2.0,1,6,Bolivia,2.5602050470831275,0.785664,0.02627138,0.001051615,65.26226,33.73281,0.004498623
S103705937,Conirostrum rufum,Rufous-browed Conebill,1,4.7302826,-74.1493195,2022-02-25,11:01:00,Traveling,P22,140.0,1.5,5.0,1,11,Bolivia,2.6738947098168167,0.339738,0.01834166,0.01060181,25.70773,18.00084,0.000976288
S102735838,Cyclarhis gujanensis,Rufous-browed Peppershrike,1,4.4920243,-73.932348,2022-02-16,10:50:00,Stationary,P21,8.0,,1.0,1,11,San Cristobal,19.004462695030817,0.302529,,0.0356294,25.0,12.0,
S102751438,Zonotrichia capensis,Rufous-collared Sparrow,1,4.6643333,-73.9643611,2022-02-10,14:28:00,Stationary,P21,60.0,,4.0,1,14,MinAmbiente,12.20059278950444,,,0.03799392,53.08298,27.0,
S101970710,Zonotrichia capensis,Rufous-collared Sparrow,15,4.7302826,-74.1493195,2022-02-02,07:20:00,Traveling,P22,150.0,2.929,2.0,1,7,Bolivia,2.6738947098168167,0.550122,0.03488224,0.004666418,55.21112,27.28568,0.005366167
S102098890,Zonotrichia capensis,Rufous-collared Sparrow,8,4.7302826,-74.1493195,2022-02-05,06:26:00,Traveling,P22,104.0,1.256,2.0,1,6,Bolivia,2.6738947098168167,0.882893,0.02164847,-0.001041353,40.71774,29.59598,0.000970623
S102966682,Zonotrichia capensis,Rufous-collared Sparrow,10,4.7299923,-74.1481897,2022-02-18,06:12:00,Traveling,P22,359.0,1.85,2.0,1,6,Bolivia,2.5602050470831275,0.785664,0.02627138,0.001051615,65.26226,33.73281,0.004498623
S288758352,Zonotrichia capensis,Rufous-collared Sparrow,5,4.6643333,-73.9643611,2022-02-09,15:32:00,Stationary,P21,41.0,,6.0,1,16,MinAmbiente,12.20059278950444,,,0.004703537,,46.0,
S144647452,Zonotrichia capensis,Rufous-collared Sparrow,5,4.6643333,-73.9643611,2022-02-09,15:32:00,Stationary,P21,41.0,,6.0,1,16,MinAmbiente,12.20059278950444,,,0.004703537,,46.0,
S105262261,Zonotrichia capensis,Rufous-collared Sparrow,10,4.7302826,-74.1493195,2022-02-04,07:00:00,Traveling,P22,90.0,2.0,2.0,1,7,Bolivia,2.6738947098168167,0.819932,0.02127909,0.000131763,104.2865,46.35046,0.008236182
S102314291,Zonotrichia capensis,Rufous-collared Sparrow,18,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,146.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S102410430,Zonotrichia capensis,Rufous-collared Sparrow,1,4.6643333,-73.9643611,2022-02-10,14:28:00,Stationary,P21,60.0,,4.0,1,14,MinAmbiente,12.20059278950444,,,0.03799392,53.08298,27.0,
S104133156,Zonotrichia capensis,Rufous-collared Sparrow,6,4.702867,-74.19525,2022-02-11,07:43:00,Traveling,P22,124.0,2.93,2.0,1,8,Fontibon,6.323305886388888,1.204121,0.0392521,0.001031267,80.03933,33.07303,0.005871041
S103537913,Zonotrichia capensis,Rufous-collared Sparrow,5,4.6653104,-73.9904308,2022-02-22,09:00:00,Stationary,P21,30.0,,1.0,1,9,MinAmbiente,9.605716587892372,,,0.01996575,38.31775,33.0,
S103348995,Zonotrichia capensis,Rufous-collared Sparrow,4,4.7302826,-74.1493195,2022-02-21,06:25:00,Traveling,P22,60.0,0.129,2.0,1,6,Bolivia,2.6738947098168167,1.715039,0.02457463,-3.4657e-05,38.23554,18.80388,0.002181601
S101863447,Zonotrichia capensis,Rufous-collared Sparrow,8,4.6643333,-73.9643611,2022-02-01,14:58:00,Stationary,P21,60.0,,2.0,1,15,MinAmbiente,12.20059278950444,,,0.03947118,54.89696,32.0,
S104680667,Zonotrichia capensis,Rufous-collared Sparrow,5,4.6643333,-73.9643611,2022-02-19,15:00:00,Traveling,P22,150.0,1.0,7.0,1,15,MinAmbiente,12.20059278950444,,,0.03452917,50.63317,20.0,
S101857806,Zonotrichia capensis,Rufous-collared Sparrow,5,4.6643333,-73.9643611,2022-02-01,14:11:00,Traveling,P22,62.0,0.057,2.0,1,14,MinAmbiente,12.20059278950444,,,0.05117771,65.94386,42.0,
S102391607,Zonotrichia capensis,Rufous-collared Sparrow,1,4.6643333,-73.9643611,2022-02-10,14:28:00,Stationary,P21,60.0,,4.0,1,14,MinAmbiente,12.20059278950444,,,0.03799392,53.08298,27.0,
S105834386,Zonotrichia capensis,Rufous-collared Sparrow,3,4.4222699,-74.2983887,2022-02-13,07:15:00,Traveling,P22,119.0,0.175,1.0,1,7,Ciudad Bolivar,22.662278303623697,0.202497,0.006481476,0.02889304,23.44239,16.6151,0.001403
S102137061,Zonotrichia capensis,Rufous-collared Sparrow,18,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,145.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S103579946,Zonotrichia capensis,Rufous-collared Sparrow,2,4.6643333,-73.9643611,2022-02-19,15:18:00,Stationary,P21,60.0,,2.0,1,15,MinAmbiente,12.20059278950444,,,0.03452917,50.63317,20.0,
S102176675,Zonotrichia capensis,Rufous-collared Sparrow,10,4.6643333,-73.9643611,2022-02-06,15:40:00,Traveling,P22,91.0,2.405,5.0,1,16,MinAmbiente,12.20059278950444,,,0.02302074,22.62881,20.0,
S107616653,Zonotrichia capensis,Rufous-collared Sparrow,18,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,145.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S102032821,Zonotrichia capensis,Rufous-collared Sparrow,10,4.7302826,-74.1493195,2022-02-04,07:00:00,Traveling,P22,90.0,2.0,2.0,1,7,Bolivia,2.6738947098168167,0.819932,0.02127909,0.000131763,104.2865,46.35046,0.008236182
S102248958,Zonotrichia capensis,Rufous-collared Sparrow,2,4.440575,-74.26738,2022-02-05,10:21:00,Traveling,P22,15.0,0.167,1.0,1,10,Ciudad Bolivar,18.932781227663167,0.683028,0.0179485,0.02421704,57.07333,23.15957,0.003778943
S102735838,Zonotrichia capensis,Rufous-collared Sparrow,3,4.4920243,-73.932348,2022-02-16,10:50:00,Stationary,P21,8.0,,1.0,1,11,San Cristobal,19.004462695030817,0.302529,,0.0356294,25.0,12.0,
S115793406,Zonotrichia capensis,Rufous-collared Sparrow,2,4.6643333,-73.9643611,2022-02-19,15:18:00,Stationary,P21,60.0,,2.0,1,15,MinAmbiente,12.20059278950444,,,0.03452917,50.63317,20.0,
S103371602,Zonotrichia capensis,Rufous-collared Sparrow,4,4.7302826,-74.1493195,2022-02-21,06:25:00,Traveling,P22,60.0,0.129,2.0,1,6,Bolivia,2.6738947098168167,1.715039,0.02457463,-3.4657e-05,38.23554,18.80388,0.002181601
S102352710,Zonotrichia capensis,Rufous-collared Sparrow,5,4.6643333,-73.9643611,2022-02-09,15:32:00,Stationary,P21,41.0,,6.0,1,16,MinAmbiente,12.20059278950444,,,0.004703537,,46.0,
S102314296,Zonotrichia capensis,Rufous-collared Sparrow,3,4.6643333,-73.9643611,2022-02-05,14:34:00,Traveling,P22,76.0,0.127,17.0,1,15,MinAmbiente,12.20059278950444,,,0.02920651,47.78655,35.0,
S102630274,Zonotrichia capensis,Rufous-collared Sparrow,18,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,146.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S102129548,Zonotrichia capensis,Rufous-collared Sparrow,18,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,146.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S155395527,Zonotrichia capensis,Rufous-collared Sparrow,2,4.6643333,-73.9643611,2022-02-19,15:18:00,Stationary,P21,60.0,,2.0,1,15,MinAmbiente,12.20059278950444,,,0.03452917,50.63317,20.0,
S101863446,Zonotrichia capensis,Rufous-collared Sparrow,8,4.6643333,-73.9643611,2022-02-01,14:58:00,Stationary,P21,60.0,,2.0,1,15,MinAmbiente,12.20059278950444,,,0.03947118,54.89696,32.0,
S104058954,Zonotrichia capensis,Rufous-collared Sparrow,15,4.7302826,-74.1493195,2022-02-25,11:01:00,Traveling,P22,140.0,1.5,5.0,1,11,Bolivia,2.6738947098168167,0.339738,0.01834166,0.01060181,25.70773,18.00084,0.000976288
S102700597,Zonotrichia capensis,Rufous-collared Sparrow,3,4.6643333,-73.9643611,2022-02-05,14:34:00,Traveling,P22,76.0,0.127,17.0,1,15,MinAmbiente,12.20059278950444,,,0.02920651,47.78655,35.0,
S103705937,Zonotrichia capensis,Rufous-collared Sparrow,15,4.7302826,-74.1493195,2022-02-25,11:01:00,Traveling,P22,140.0,1.5,5.0,1,11,Bolivia,2.6738947098168167,0.339738,0.01834166,0.01060181,25.70773,18.00084,0.000976288
S102700596,Zonotrichia capensis,Rufous-collared Sparrow,18,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,146.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S103696670,Zonotrichia capensis,Rufous-collared Sparrow,15,4.7302826,-74.1493195,2022-02-25,11:01:00,Traveling,P22,140.0,1.5,5.0,1,11,Bolivia,2.6738947098168167,0.339738,0.01834166,0.01060181,25.70773,18.00084,0.000976288
S102630275,Zonotrichia capensis,Rufous-collared Sparrow,3,4.6643333,-73.9643611,2022-02-05,14:34:00,Traveling,P22,76.0,0.127,17.0,1,15,MinAmbiente,12.20059278950444,,,0.02920651,47.78655,35.0,
S101970714,Zonotrichia capensis,Rufous-collared Sparrow,5,4.6643333,-73.9643611,2022-02-01,14:11:00,Traveling,P22,62.0,0.057,2.0,1,14,MinAmbiente,12.20059278950444,,,0.05117771,65.94386,42.0,
S103317908,Zonotrichia capensis,Rufous-collared Sparrow,5,4.6643333,-73.9643611,2022-02-19,15:00:00,Traveling,P22,150.0,1.0,7.0,1,15,MinAmbiente,12.20059278950444,,,0.03452917,50.63317,20.0,
S102151086,Zonotrichia capensis,Rufous-collared Sparrow,18,4.7302826,-74.1493195,2022-02-06,07:27:00,Traveling,P22,145.0,0.71,16.0,1,7,Bolivia,2.6738947098168167,0.472689,0.01695357,0.001196449,24.1537,15.24688,0.000562673
S144647248,Zonotrichia capensis,Rufous-collared Sparrow,15,4.7302826,-74.1493195,2022-02-25,11:01:00,Traveling,P22,140.0,1.5,5.0,1,11,Bolivia,2.6738947098168167,0.339738,0.01834166,0.01060181,25.70773,18.00084,0.000976288
